id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference
40,0,0,0,0,0,0.778661,0,0,-0.25,-0.25,0,0,0,0,0,0.032776,0,0,0,-0.25,0,0,0,0,0,0.843087,0,0,0,0,0,0,0,0,0,0.305956,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.054962,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.063063,0.710347,0,0,0,0,0,0,0,0,0.063513,0.49337,0,0,-0.25,0,0,0,0,0,0.093156,0.352478,0,-0.25,-0.25,0.044321,0,0,0,0,0.479522,0.690909,0,-0.25,-0.25,0,0,0,0,0,0.381653,0.715274,0,0,-0.25,0,0,0,0,0,0,0.812183,0,0.088692,0,0,0,0,0,0,0,0.837258,0,0,-0.25,0,0.397674,0.501362,0.550609,0.6,0,0,-0.25,-0.25,-0.25,0,0.105351,0,0.430778,0.715472,0.765625,0,-0.25,-0.25,-0.25,0.134021,0.246238,0.210526,0.748337,0.359055,0,0,-0.25,-0.25,-0.25,0.089385,0.089404,0,0,0.308571,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0.805519,0.694857,0,0,-0.25,0,0,0,0.024085,0,0.480392,0.31499,0,0.194704,0,0,0,0,0,0,0.482319,0,0,0,-0.25,0,0,0,0,0,0.721472,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.998958,0.997465,0,-0.25,-0.25,0,0,0,0.997907,0.999812,0,0,0,0,0,0,0,0.999876,0.879822,0,0,0,0,0.942556,0.996285,0.999832,0,0,-0.25,0,0.998141,0.999711,0.999413,0.999903,0,0,-0.25,0,0.999837,0.999988,0.999831,0.999946,0.995157,0,0,0,0.99988,0.999983,0.999995,0.999913,0.98748,0,0,0,0.939115,0.99631,0.998907,0.99214,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.995448,0,0,0,0,0,0,0,0.970188,0.979514,0,0,0,0,0,0,0,0,0,0,-0.25,48.066123
41,0,0.294205,0.827856,0.862573,0.951353,0,0,0,0,-0.25,0,0.428021,0,0.705533,0.902287,0,0,0,0,0,0.105611,0.790333,0.652681,0.945474,0.14658,0,0,0,0,0,0.174927,0.602262,0.484462,0.206044,0,0,0,0,0,-0.25,0,0,0,0.689856,0,0,0,-0.25,-0.25,-0.25,0,0,0.53293,0.723473,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.600127,0.50813,0,0,-0.25,-0.25,-0.25,-0.25,0.013605,0.631148,0,0.923137,0,0,0,-0.25,-0.25,-0.25,0.30854,0.778283,0.747416,0.956493,0,0,0,0,0,-0.25,0.389549,0.867811,0.896125,0.894584,0,0,0,0,0,0,0.504274,0.847492,0.966378,0.961111,0,0,0,0,0,0,0.481481,0.371795,0.908969,0.641026,0,0,0,0,0,-0.25,0.550388,0,0,0,0,0,0,0,0,-0.25,0.614815,0,0,0,0,0,0,0,0,0,0.572597,0,0,0,0,0,0,0,0,0,0.641115,0.4,0,0,0,0,0,0,0,-0.25,0.641071,0.779618,0,0,0,0,0,-0.25,-0.25,-0.25,0.352,0.877226,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.74269,0.766667,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.914687,0.556139,0,0,0,0,0,-0.25,-0.25,-0.25,0.557411,0,0,0,0,0,0,0,0,-0.25,0.439189,0,0,0,0,0,0,0,0,0,0.262431,0,0,0,0,0,0,0,0,0,0.127869,0,0.04631,0.613276,0.532348,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.989783,0.992831,0,0,0,0,0,0,0,0.943032,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.997447,0,0,0,0,0,0,0,0.996881,0.98919,0,0,0,0,0,0,0.984367,0.970475,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0.889771,0,0,0,0,0,0,0,0.538462,0,0,0,0,-0.25,64.619525
42,0,0,0.465116,0.446838,0.264836,0.076245,0,0,0,-0.25,0,0.636711,0.10576,0,0,0,0,0,0,0,0.066986,0,0,0.551898,0.023684,0,0,0,0,0,0.027972,0,0,0.019826,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.016807,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.489448,0.561951,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.285871,0.522204,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.741098,0.446996,0,0,0,0,0.226721,0.469632,0.484848,0,0,0.582343,0.70901,0,0,0,0,0.098901,0.304348,0.353645,0.088779,0.557971,0.602806,0,0,-0.25,0,0,0.313683,0.471905,0,0.180812,0.157377,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804942,0.626087,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.145455,0.798514,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.027714,0.538577,0.542785,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.499592,0.405458,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.813433,0.182456,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.278665,0,0,0,0,0,0,0,0,0,0.870191,0.941522,0,0,0,0,0,0,0,0,0,0.812092,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.932665,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.937555,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.950679,0.986858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.964717,0,0,0,68.647044
43,0,0,0,0.617821,0,0,0,0,0,-0.25,0,0,0,0.855926,0,0,0,0.03592,0.374732,0,0,0,0,0.740694,0,0,0.168421,0.238002,0,0,0.183406,0.239709,0.565195,0,0,0,0,-0.25,-0.25,-0.25,0.203091,0.146739,0.697531,0.194346,0.076596,0.792647,-0.25,-0.25,-0.25,-0.25,0.194896,0.41776,0.051948,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.09324,0,0.423561,0.606926,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.186099,0.299312,0.236111,0.061325,0,0.625,-0.25,-0.25,-0.25,-0.25,0.279661,0.404082,0.633226,0.558716,0.049046,0.644045,0,-0.25,-0.25,-0.25,0.102804,0.371134,0.164486,0.549004,0,0.646012,0.495197,0,0,0,0.329412,0.040663,0,0.837728,0,0,0.363758,0,0,0,0.042105,0,0,0.801217,0.488872,0,0,0,0,-0.25,0.32,0,0,0.614115,0.290616,0.637363,0.738739,0,0,-0.25,0.639566,0,0,0,0,0.913385,0.605678,0,0,0.313742,0.701398,0,0.017817,0.876339,0.252563,0.911361,0.429137,0,0,0,0.541353,0.317881,0,0.716966,0.07082,0,0,-0.25,-0.25,-0.25,0.439791,0.610714,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.411654,0.823807,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.875593,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.528302,0.736927,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.160377,0,0,0.665188,0,0,0,-0.25,-0.25,-0.25,0.687117,0,0.751713,0.836021,0.765405,0.86415,0,0,0,0,0.466102,0,0,0.731297,0.584917,0.63535,0,0,0,0,0.052219,0,0,0.689911,0.775795,0.906293,0.351407,0,0,-0.25,0.977766,0.999897,0.999976,0.996849,0,0,0,0,0,0.999619,0.999989,0.987126,0,0,0,0,0,0.990719,0.997696,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.998821,0.99502,0,0,0,-0.25,-0.25,-0.25,0.999686,0.996583,0,0,0,-0.25,-0.25,-0.25,0.999074,0.905392,0,0,0,0,0,-0.25,0,0.996009,0.999775,0.945471,0,0,0,0,0,0.999557,0.999998,0.996044,0,0,0,0,0,0.999605,0.999492,0.988587,0,0,0,0,0,0.950788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.99665,0.941798,0,0,0,0,0,0.998076,0.999944,0.99977,0.979741,0,0,0,0,32.281373
44,0.289079,0.89876,0.940105,0.5459,0.589777,0.113492,0.524877,0,0,0,0.699728,0.520183,0.96921,0,0,0,0,0,0,0,0.231144,0,0.950452,0,0,0,0,0,-0.25,-0.25,0.083117,0,0.313725,0,0,0,-0.25,-0.25,-0.25,-0.25,0.033426,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.099174,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.072351,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.102302,0,0,0,0,0,0,0,-0.25,-0.25,0.676056,0,0,0,0,0,0,0,0,0,0.678363,0.576923,0.760272,0.391095,0.221948,0.733396,0.85982,0,0,0,0.616176,0.628676,0.948901,0.90593,0.84301,0.746454,0.630947,0,0,0,0.258065,0,0.504185,0.952458,0.053215,0.905042,0.913018,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.022472,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.28169,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.687417,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.346723,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.254762,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.361616,0,0,0,0,0,0,0,-0.25,-0.25,0.583601,0,0,0,0,0.913128,0.921279,0,0,0,0.694722,0,0.651163,0.906881,0.944064,0.921848,0.819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.99208,0,0,-0.25,-0.25,-0.25,-0.25,0,0.999601,0,0,-0.25,-0.25,-0.25,-0.25,0,0.851952,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.412421
45,0.00905,0,0,0,0,0.210753,0,0,0,-0.25,0,0,0,0,0,0.661014,0,0,0,0,0,0.025424,0,0,0,0,0,0,0,0,0.018223,0.024624,0,0,0.064943,0,0,0,-0.25,-0.25,0,0.02514,0.015968,0,0,0,0,-0.25,-0.25,-0.25,0,0.012931,0,0.19544,0.044916,0,-0.25,-0.25,-0.25,-0.25,0.00905,0.024423,0,0,0.022486,0,-0.25,-0.25,-0.25,-0.25,0.009412,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0.096362,0,0,0,0,0,0,0,0,0,0.449679,0,0,0,0,0,0,0,0,0,0.600817,0,0,0,-0.25,0,0,0,0,0,0.073906,0,0,0,-0.25,0,0,0,0,0,0.535241,0,0,0,0.819413,0,0,0,0,0,0,0,0.064388,0.093941,0,0,0,0,0,0.914538,0.741763,0,0.188372,-0.25,-0.25,0,0.684564,0.922487,0.958381,0.854798,0,0,-0.25,-0.25,-0.25,0,0.959615,0.928686,0.780149,0.418118,0,-0.25,-0.25,-0.25,-0.25,0,0.228729,0.58563,0.765887,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.700041,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0.318681,0.207015,0,0,0,0,0.469179,0.212213,0,0,0,0,0,0,0,0,0,0.290284,0,0,0,-0.25,0,0.937698,0.999814,0.99999,0.999292,0,0,-0.25,0,0,0.992887,0.999925,0.99877,0,0,0,0,0,0,0.998762,0.988236,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.997498,0.99864,0,-0.25,-0.25,-0.25,0,0,0.999744,0.99982,0.982344,0,-0.25,-0.25,0,0.998902,0.999985,0.999997,0.998775,0,0,-0.25,0.993578,0.999966,0.99999,0.999996,0.999493,0,0,0,0.999499,0.999999,0.999999,1,0.999509,0,0,-0.25,0.99971,0.999979,0.999945,0.999979,0.999296,0,0,-0.25,0.999649,0.999898,0.999932,0.999998,0.999109,0,0,0,0.999192,0.999997,0.999983,0.999983,0.99713,0,0,-0.25,0.94535,0.999029,0.994617,0.995608,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.99981,0.999716,0.941362,0,-0.25,-0.25,0,0.999851,0.999936,0.999992,0.997745,0,0,-0.25,0,0.999925,0.999937,0.999994,0.998024,0,0,0,0,0.99949,0.999994,0.99999,0.998852,0,0,-0.25,42.920735
46,0,0,0.029935,0.21059,0.801629,0.714599,0.507706,0,-0.25,-0.25,0,0,0.030332,0.054191,0.740973,0.902586,0.170213,0,0,-0.25,0,0,0,0.629933,0.934878,0.769231,0,0,0,0,0,0,0,0.467581,0,0,0,0,0,-0.25,0,0,0.124138,0.486805,0,0,0,-0.25,-0.25,-0.25,0,0,0.480612,0.715152,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.593857,0.797024,0,0,-0.25,-0.25,-0.25,-0.25,0,0.344168,0.728173,0.704051,0,0,0,-0.25,-0.25,-0.25,0,0.592885,0.867666,0.794085,0,0,0,0,0,-0.25,0,0.808874,0.802496,0.018519,0,0,0,0,0,0,0,0.372928,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.017544,0.215921,0,0,0,0,0,0,0,-0.25,0.426357,0.447761,0.695416,0.268665,0,0,0,-0.25,-0.25,-0.25,0.290503,0.036635,0.817422,0.479766,0,0,-0.25,-0.25,-0.25,-0.25,0.279232,0.266599,0.877349,0.255973,0,0,-0.25,-0.25,-0.25,-0.25,0.589581,0.717846,0.285714,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95097,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,67.432287
47,0,0,0,0.809747,0.918619,0,0,0,0,-0.25,0,0,0,0,0.747232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881048,0.809273,0,0,0,-0.25,0,0,0,0.666748,0.807388,0,0,0,0,-0.25,0.455285,0,0.795877,0.602322,0,0,0,0,0,0,0.838305,0.156013,0.915961,0.01703,0,0,0,0,0,0,0.605263,0.358804,0.834539,0.608548,0,0,0,0,-0.25,-0.25,0.739927,0.731103,0,0.04918,0,0,0,-0.25,-0.25,-0.25,0.158192,0.858809,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.810452,0.620315,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.620044,0.347341,0.602382,0,0,0,0,-0.25,-0.25,-0.25,0.746977,0.461024,0.833886,0,0,0,0,0,-0.25,-0.25,0.219799,0.668317,0.639327,0,0,0,0,0,0,0,0,0.363025,0.751305,0,0,0,0,0,0,0,0,0,0.091954,0.611335,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.996417,0.710863,0,0,0,0,0,0.958587,0.996025,0,0,0,0,-0.25,0,0.997035,0.998871,0,0,0,-0.25,-0.25,0,0.994713,0.999132,0,0,-0.25,-0.25,-0.25,0,0,0.998309,0,0,0,-0.25,-0.25,0,0,0.99767,0.710286,0,0,0,-0.25,0,0,0.967909,0.993719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.813217
48,0.197441,0.424736,0.695425,0,0.854881,0.793725,0,0,0,-0.25,0.425532,0.229543,0.6005,0.208333,0.554311,0,0,0,0,0,0.457143,0.290323,0.158025,0.794076,0.914425,0,0,0,0,0,0,0.045455,0.014898,0.729443,0.148607,0,0,0,0,-0.25,0,0,0.38835,0.555556,0,0,0,-0.25,-0.25,-0.25,0,0.06932,0,0.132013,0.448288,0,-0.25,-0.25,-0.25,-0.25,0,0,0.544368,0.873152,0.450152,0,-0.25,-0.25,-0.25,-0.25,0.043197,0.578196,0,0.755719,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.647042,0.899377,0,0,0,0,-0.25,0,0,0,0.035613,0.364486,0,0,0,0,0,0,0,0.208749,0,0,0,0,0,0,0,0,0,0,0,0.740868,0.775355,0,0,0,-0.25,0,0,0,0,0.799572,0.79737,0,0,0,-0.25,0,0,0,0.650168,0.611521,0,0,0,0,0,0,0,0.809324,0.712251,0,0,0,0,0,0,0.042017,0.392979,0.346718,0.376648,0,0,0,0,0,-0.25,0.285965,0.299706,0,0.378788,0.784189,0,0,-0.25,-0.25,-0.25,0,0,0.890314,0.25641,0,0,-0.25,-0.25,-0.25,-0.25,0.117417,0.134638,0.90022,0.700242,0,0,-0.25,-0.25,-0.25,-0.25,0,0.046095,0.133556,0.427632,0.805581,0,0,-0.25,-0.25,-0.25,0.10148,0.526734,0.397576,0.357495,0.250116,0,0,0,0,-0.25,0,0.097356,0.817801,0.749586,0,0,0,0,0,0,0,0,0,0.728047,0.625416,0,0,0,0,0,0,0,0,0.01856,0.877643,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.979094,0,0,0,0,0,0,0,0,0,0.761176,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,74.314081
49,0,0,0.525435,0.434028,0,0,0,0.604607,0.140056,-0.25,0,0,0.375524,0.217633,0,0,0,0,0,0,0,0,0.871084,0.771504,0,0,0,0,0,0,0,0.478039,0.854527,0,0,0,0,-0.25,-0.25,-0.25,0,0.103448,0.276127,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.074135,0.564256,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.503497,0.578199,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.498462,0.903044,0,0,0,0,-0.25,-0.25,-0.25,0,0.580034,0.918823,0,0,0,0,0,0,0,0,0.289933,0.955288,0,0,0.325736,0,0,0,0,0,0.370324,0.890628,0,0,0.754814,0.770631,0,0,-0.25,0,0,0.198347,0.670904,0,0.430168,0.973022,0.92215,0,-0.25,0.168865,0,0.502736,0.829238,0.647561,0.929758,0.976598,0,0,0,0.26,0,0,0,0,0,0.390542,0,0,0,0.034091,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.802885,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.791826,0.132787,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.655425,0.804523,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.595318,0.683239,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.770642,0.650078,0,0,0,0,0,-0.25,-0.25,-0.25,0.665205,0.605414,0.397755,0,0,0,0,0,0,0,0.432653,0.855969,0.953911,0.887001,0,0.657228,0.523823,0.975097,0,0,0.284653,0,0.535433,0.847458,0,0,0.9555,0.983446,0.943139,-0.25,0,0.981114,0.991572,0,0,0,0,0,0.997091,0,0,0,0,0,0,0,0.999151,0.985498,0,0,0,0,0,-0.25,0.999251,0.998576,0,0,0,-0.25,-0.25,-0.25,0.99432,0.992118,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0.99911,0.999736,0.97902,0,0,0,0,0,0.998204,0.999999,0.999167,0,0,0,0,0,0,0.999043,0.973231,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0.996446,0.998413,0,0,0,0,0,29.459048
